"Title","Description","Keywords","Publisher","Bureau Code","Program Code","Contact Name","Contact Email","Unique Identifier","Public Access Level","Access Level Comment","Format","Access URL","Last Update","License"
"CBP Deferred Inspection Sites  ","These sites provide assistance to those individuals who at the time of entry into the United States were scheduled for a deferred inspection or believe that the documentation and corresponding endorsements issued at the port of entry require review and possible correction.  "," Port of Entry,Primary Inspection Processes,SI,Travel Document and Encounter Data","U.S. Customs and Border Protection","024:54","024:015, 024:025, 024:040, 024:041, 024:043, 024:044","Open Data (MGMT)","edmo@hq.dhs.gov","1897","public","-","-","https://www.cbp.gov/document/guidance/deferred-inspection-sites","05/11/2016","http://www.usa.gov/publicdomain/label/1.0/"
"CBP eRulings Web dataset","Contains the CBP eRulings data that is available to the public via HTML Web Page"," Binding Ruling Request, CBP e-Rulings, Customs and Border Protection - E-Rulings, Decision, Electronic Ruling,Ruling","U.S. Customs and Border Protection","024:54","024:000","Open Data (MGMT)","edmo@hq.dhs.gov","4899","public","-","-","https://apps.cbp.gov/erulings/","11/01/2016","http://www.usa.gov/publicdomain/label/1.0/"
"CBP Intellectual Property Rights (IPR) Annual Seizure Statistics","Products that infringe on U.S. trademarks, copyrights, and patents threaten the health and safety of American consumers,our economy, and our national security. U.S. Customs and Border Protection) and U.S. Immigration and Customs Enforcement’s Homeland Security Investigations continued Intellectual Property Rights enforcement against these illicit imports mitigates the financial and welfare risk"," Access, Biometric, Copyright, Duty Collection, Inspection, Intellectual Property, Introduce, Patent, Selection, Trademark, Transfer, Vetting,Import","U.S. Customs and Border Protection","024:54","024:043","Open Data (MGMT)","edmo@hq.dhs.gov","1489","public","
","-","http://www.cbp.gov/trade/priority-issues/ipr/statistics","05/11/2015","http://www.usa.gov/publicdomain/label/1.0/"
"CBP List of of Port of Entries by Land, Air and Sea","This datasets provides a Port of Entry in any state by clicking on the map."," Air, Boarder, Land, Map, Passenger Manifest, Port of Entry, Sea,LRDS,Travel Document and Encounter Data","U.S. Customs and Border Protection","024:54","024:015, 024:025, 024:040, 024:041, 024:043, 024:044","Open Data (MGMT)","edmo@hq.dhs.gov","1717","public","-","-","http://www.cbp.gov/contact/ports","05/11/2015","http://www.usa.gov/publicdomain/label/1.0/"
"CBP List of Preclearance Locations","CBP Preclearance provides for the U.S. border inspection and clearance of commercial air passengers and their goods at (15) locations in (6) foreign countries. CBP Preclearance is focused solely on passenger processing (no cargo). Processing includes anything a traveler is bringing into the U.S. that belongs to them, for example: their luggage, clothing, souvenirs and any other personal effects."," Air, Boarder, Clearance, Luggage, Passenger, Passenger Manifest, Port of Entry,High Performance Primary Query and Manifest Processing,Primary Inspection Processes,SI,Secondary Inspection,Travel Document and Encounter Data","U.S. Customs and Border Protection","024:54","024:015, 024:025, 024:040, 024:041, 024:043, 024:044","Open Data (MGMT)","edmo@hq.dhs.gov","1716","public","-","-","http://www.cbp.gov/border-security/ports-entry/operations/preclearance","05/11/2016","http://www.usa.gov/publicdomain/label/1.0/"
"CBP Port Codes","This dataset provides a Complete Listing Of valid District/Port Codes in the U.S."," Admission, Air, Cargo, Deliver, District, Entrance, Entry, Export, Import, International Trade, Land, Manifest, Port Codes, Port of Entry, Sea , Transport, Vehicle","U.S. Customs and Border Protection","024:54","024:043","Open Data (MGMT)","edmo@hq.dhs.gov","1718","public","-","-","http://www.cbp.gov/sites/default/files/documents/CBP%20Port%20Codes%20041014_1.pdf","05/11/2015","http://www.usa.gov/publicdomain/label/1.0/"
"CBP Quota Bulletins","Quota information is issued for the trade community by the Quota Enforcement Administration Branch within the Office of International Trade. The Quota Bulletins have replaced the previous Quota Book Transmittals. Current and relevant previous year bulletins are organized by year of issuance.

"," Admission, Inspection, Patent, Quota, Selection, Trade, Transactions, Transfer, Vetting,Import","U.S. Customs and Border Protection","024:54","024:043","Open Data (MGMT)","edmo@hq.dhs.gov","1490","public","-","-","http://www.cbp.gov/trade/quota/bulletins","05/11/2015","http://www.usa.gov/publicdomain/label/1.0/"
"CBP Time and Attendance Management","The TAMS, supports time and attendance (payroll), overtime cap monitoring, overtime scheduling functions, budget reporting, staffing level reporting, and a variety of other reporting/tracking functions, As well as, training and certification data on FPS law enforcement and contract guard personnel, e.g., (tracking, monitoring, and status of training for federal law enforcement and security personnel).","-","U.S. Customs and Border Protection","024:54","024:000","Open Data (MGMT)","edmo@hq.dhs.gov","6516","non-public","Contains personnel data.
","-","-","04/19/2017","http://www.usa.gov/publicdomain/label/1.0/"
"CBP Travel Document","Information contained in official travel documents for passengers and conveyance presented at Border Points of Entry and Exit of the United States of America."," Biometric, Land, Passenger, Port of Entry, Sea, TDED, Travel Document and Encounter Data,Air","U.S. Customs and Border Protection","024:54","024:015, 024:025, 024:040, 024:041, 024:043, 024:044","Open Data (MGMT)","edmo@hq.dhs.gov","6636","non-public","Contains PII","-","-","06/23/2017","http://www.usa.gov/publicdomain/label/1.0/"
"CBP Traveler Encounter","Comprised of data collected as part of a traveler or vehicle package during entry to the country. "," Biometric, Boarder, Clearance, Passenger, Passenger Manifest, Port of Entry, Travel Document and Encounter Data","U.S. Customs and Border Protection","024:54","024:015, 024:025, 024:040, 024:041, 024:043, 024:044","Open Data (MGMT)","edmo@hq.dhs.gov","624","non-public","Contains PII and mission sensitive data","-","-","05/05/2017","http://www.usa.gov/publicdomain/label/1.0/"
"CBP Trusted Traveler Data","Individual applicant's information used for expedited processing of pre-screened travelers by United States officials at selected ports of entry."," Applicants, Assessment, Background Information, Biographic, Biometric, Candidate, Enrollment, Evaluation, Interview, Interviewee, Investigation, Person, Pre-Screened, Vetted,Traveler","U.S. Customs and Border Protection","024:54","024:015, 024:043, 024:044","Open Data (MGMT)","edmo@hq.dhs.gov","6756","restricted public","Contains PII","-","https://www.cbp.gov/travel/trusted-traveler-programs","07/07/2017","http://www.usa.gov/publicdomain/label/1.0/"
"CDSOA Web Reports","Contains case data to create the reports on the CDSOA web site","dumping","U.S. Customs and Border Protection","024:54","024:000","Open Data (MGMT)","edmo@hq.dhs.gov","3736","public","Web Reports available","-","https://www.cbp.gov/document/cdsoa?page=8","09/30/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Cellular Service Areas","Cellular Service Area Boundaries aggregated by callsign"," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2540","public","United States, Puerto Rico, U.S. Virgin Islands, Guam, American Samoa & Northern Marianas","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Cellular Towers","Cellular tower locations as recorded by the Federal Communications Commission, extracted from the FCC Universal Licensing System Database."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2541","public","United States, Puerto Rico, U.S. Virgin Islands, Guam, American Samoa & Northern Marianas","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Certified Schools","Certified schools must provide specific information regarding the school, the nature and requirements of the educational program, location and contact information, and costs to attend."," Character, Contact Info, Exchange, Individual, Location, Port of entry, Program, School, Sponsor, Student, Visa,Person","Immigration and Customs Enforcement, United States","024:52","024:003, 024:026, 024:048","Open Data (MGMT)","edmo@hq.dhs.gov","142","public","-","-","https://studyinthestates.dhs.gov/school-search","09/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
