OBJECTID_1,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,PORT_TYPE,BORDPATSEC,CONTACT,FAX_NUMBER,HOURS_OPER,REMARK,RULEID,OBJECTID
177,176,"KALISPELL AIRPORT PORT OF ENTRY, GLACIER PARK INTERNATIONAL AIRPORT",406-257-7034,4170 UNITED STATES HIGHWAY 2 EAST,GLACIER PARK INTERNATIONAL AIRPORT,KALISPELL,MT,59901, ,FLATHEAD,30029, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,101608049,-114.2521898,48.3096223,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR, , , ,1,205
178,177,"SPIRIT OF SAINT LOUIS AIRPORT PORT OF ENTRY, SPIRIT OF SAINT LOUIS AIRPORT",636-536-1005,18270 EDISON AVENUE, ,CHESTERFIELD,MO,63005,3704,ST LOUIS,29189, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,124934079,-90.6455715,38.6621993,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR, , , ,1,206
179,178,"WHEELING PORT OF ENTRY, CHICAGO EXECUTIVE AIRPORT",847-419-1923,1005 SOUTH WOLF ROAD, ,WHEELING,IL,60090,6405,COOK,17031, , , , ,2009-10-26T00:00:00.000Z,PHONE,2009-10-26T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,20081894,-87.8998671,42.1167572,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,847-537-4188,24 HOURS, ,1,74
180,179,"DALLAS/FORT WORTH PORT OF ENTRY, MEACHAM INTERNATIONAL AIRPORT",972-870-7460,4201 NORTH MAIN STREET, ,FORT WORTH,TX,76106,2736,TARRANT,48439,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-04T00:00:00.000Z,PHONE,2010-01-04T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,709215187,-97.3550664,32.820721,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT, , , , , ,0,0
181,180,"AREA PORT OF TAMPA PORT OF ENTRY, TAMPA INTERNATIONAL AIRPORT",813-348-1714,4100 GEORGE J BEAN PARKWAY, ,TAMPA,FL,33607, ,HILLSBOROUGH,12057, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122651509,-82.5376346,27.9768111,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,813-225-7309,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,56
182,181,"CHARLOTTE PORT OF ENTRY, CHARLOTTE DOUGLAS INTERNATIONAL AIRPORT",704-359-4000,5501 JOSH BIRMINGHAM PARKWAY, ,CHARLOTTE,NC,28208,5750,MECKLENBURG,37119, , , , ,2009-09-15T00:00:00.000Z,ALT REF,2009-09-15T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,125485810,-80.9438122,35.220584,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,704-329-6103,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,113
183,182,"PORT OF ENTRY AT SPOKANE, SPOKANE INTERNATIONAL AIRPORT",509-353-2833,9000 WEST AIRPORT DRIVE, ,SPOKANE,WA,99224,9437,SPOKANE,53063, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,21384329,-117.5236321,47.6193171,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,509-353-2663,8:00 AM - 4:00 PM, ,1,197
184,183,"GREEN BAY PORT OF ENTRY, AUSTIN STRAUBEL INTERNATIONAL AIRPORT",920-496-0606,2077 AIRPORT DRIVE, ,GREEN BAY,WI,54313,5596,BROWN,55009, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,108733765,-88.1275619,44.4918522,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,920-496-1455,8:00 AM - 4:30 PM, ,1,199
185,184,"SUMAS PORT OF ENTRY, BELLINGHAM INTERNATIONAL AIRPORT",360-734-5463,4255 MITCHELL WAY, ,BELLINGHAM,WA,98226,7699,WHATCOM,53073, , , , ,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,779139459,-122.5320352,48.7947995,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
186,185,"AUSTIN PORT OF ENTRY, AUSTIN-BERGSTROM INTERNATIONAL AIRPORT",512-530-3053,3600 PRESIDENTIAL BOULEVARD,SUITE 111,AUSTIN,TX,78719,2364,TRAVIS,48453, , , , ,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,126560889,-97.6670144,30.2020569,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,512-530-5055,8:00 A.M. - 5:00 P.M, ,1,174
187,186,"BOSTON PORT OF ENTRY, PORT OF BOSTON",617-565-6147,10 CAUSEWAY STREET,ROOM 603,BOSTON,MA,02222,1007,SUFFOLK,25025, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,746988228,-71.063177,42.3650646,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, ,PORT DIRECTOR, , , ,1,210
188,187,"HOUSTON SEA PORT PORT OF ENTRY, PORT OF GALVESTON",409-766-3581,2502 HARBORSIDE DRIVE, ,GALVESTON,TX,77550, ,GALVESTON,48167, , , , ,2010-01-08T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,41954740,-94.7964043,29.3085559,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, , , , , ,0,0
189,188,"AREA PORT OF JACKSONVILLE PORT OF ENTRY, JACKSONVILLE INTERNATIONAL AIRPORT",904-741-2000,2400 YANKEE CLIPPER DRIVE, ,JACKSONVILLE,FL,32218,2492,DUVAL,12031, , , , ,2009-09-22T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122651343,-81.685291,30.4897679,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
190,189,"OKLAHOMA CITY PORT OF ENTRY, WILL ROGERS WORLD AIRPORT",405-319-6400,5600 AIR CARGO ROAD, ,OKLAHOMA CITY,OK,73159,1109,OKLAHOMA,40109, , , , ,2009-09-18T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,30442970,-97.5928945,35.4068536,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, ,PORT DIRECTOR,405-231-4346,8:30 AM - 5:00 PM, ,1,142
191,190,"PORTLAND PORT OF ENTRY, PORTLAND INTERNATIONAL AIRPORT",503-240-6700,7000 NORTHEAST AIRPORT WAY, ,PORTLAND,OR,97218,1009,MULTNOMAH,41051, , , , ,2009-09-10T00:00:00.000Z,ALT REF,2009-09-10T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,21384390,-122.5852935,45.5874492,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,503-326-3511,8:00 AM - 4:30 PM,EMERGENCY 24 HOUR CONTACT NUMBER (503)326-3515,1,148
192,191,"SAGINAW/BAY CITY/FLINT PORT OF ENTRY, MBS INTERNATIONAL AIRPORT",989-695-2871,8500 GARFIELD ROAD, ,FREELAND,MI,48623,8626,SAGINAW,26145, , , , ,2009-10-23T00:00:00.000Z,PHONE,2009-10-23T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,90702254,-84.0875751,43.532,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,517-695-2809,8:00 AM - 4:30 PM, ,1,96
193,192,"LUIS MUNOZ MARIN INTERNATIONAL AIRPORT PORT OF ENTRY, LUIS MUNOZ MARIN INTERNATIONAL AIRPORT",787-253-4540,EXPRESO ROMAN BALDORITY DE CASTRO,ISLA VERDE,CAROLINA,PR,00979, ,CAROLINA,72031, , , , ,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,120280448,-66.0041519,18.4391192,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, , , , , ,0,0
194,193,"MELBOURNE PORT OF ENTRY, MELBOURNE INTERNATIONAL AIRPORT",321-674-5796,1 AIR TERMINAL PARKWAY, ,MELBOURNE,FL,32901,1864,BREVARD,12009, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122645352,-80.6321616,28.0977345,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,321-674-5797,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,44
195,194,"KNOXVILLE PORT OF ENTRY, MCGHEE TYSON AIRPORT",865-545-4771,2055 ALCOA HIGHWAY, ,ALCOA,TN,37701,3179,BLOUNT,47009, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,124156420,-83.9900736,35.8058844,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,865-545-4774,8:00 AM - 5:00 PM, ,1,170
196,195,"ROCKY MOUNTAIN METROPOLITAN AIRPORT PORT OF ENTRY, ROCKY MOUNTAIN METROPOLITAN AIRPORT",303-271-4884,11755 AIRPORT WAY, ,BROOMFIELD,CO,80021,2585,JEFFERSON,08059, , , , ,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,101955184,-105.1118234,39.9096786,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, ,PORT DIRECTOR,303-271-4875,M-F 8:00 AM - 4:00 P, ,1,30
197,196,"CENTENNIAL AIRPORT PORT OF ENTRY, CENTENNIAL AIRPORT",303-768-0309,7601 SOUTH PEORIA STREET,SUITE D-16,ENGLEWOOD,CO,80112,4124,ARAPAHOE,08005, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,124021708,-104.8477547,39.5790187,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,303-768-0784,M-F 8:30 AM - 4:30 P, ,1,32
198,197,"FAJARDO PORT OF ENTRY, PORT OF FAJARDO",787-863-0950,CALLE UNION 500, ,PUERTO REAL,PR,00740,2202,FAJARDO,72053, , , , ,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,120077889,-65.631561,18.3336561,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,787-860-5771,8:00 AM - 5:00 PM, ,1,156
199,198,"SAN YSIDRO PORT OF ENTRY, BROWN FIELD MUNICIPAL AIRPORT",619-661-3294,1424 CONTINENTAL STREET, ,SAN DIEGO,CA,92154,5702,SAN DIEGO,06073, , , , ,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,24201170,-116.9854581,32.5697735,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
200,199,"GLOUCESTER PORT OF ENTRY, LAWRENCE MUNICIPAL AIRPORT",978-921-0782,492 SUTTON STREET, ,NORTH ANDOVER,MA,01845,1505,ESSEX,25009, , , , ,2010-01-11T00:00:00.000Z,PHONE,2010-01-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,719383099,-71.1212715,42.7144459,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT, ,PORT DIRECTOR, , , ,1,208
201,200,"BANGOR PORT OF ENTRY, BANGOR INTERNATIONAL AIRPORT",207-947-7861,267A GODFREY BOULEVARD, ,BANGOR,ME,04401,3099,PENOBSCOT,23019, , , , ,2009-10-26T00:00:00.000Z,PHONE,2009-10-26T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,123095051,-68.8178033,44.8086131,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,207-941-2360,8:00 AM - 6:00 PM, ,1,93
202,201,"SAN FRANCISCO PORT OF ENTRY, OAKLAND INTERNATIONAL AIRPORT",510-273-6032,1 AIRPORT DRIVE, ,OAKLAND,CA,94621,1430,ALAMEDA,06001, , , , ,2009-12-31T00:00:00.000Z,ALT REF,2009-12-31T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,764263059,-122.2151805,37.7126215,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
203,202,"CALEXICO EAST/WEST PORT OF ENTRY, CALEXICO INTERNATIONAL AIRPORT",760-357-1208,801 WEST 2ND STREET, ,CALEXICO,CA,92231,9645,IMPERIAL,06025, , , , ,2009-12-18T00:00:00.000Z,ALT REF,2009-12-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,118009531,-115.5099154,32.6663368,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
204,203,"PEMBINA PORT OF ENTRY, PEMBINA MUNICIPAL AIRPORT",701-825-6551,10597 OLD HIGHWAY 81, ,PEMBINA,ND,58271,9703,PEMBINA,38067, , , , ,2010-01-11T00:00:00.000Z,ALT REF,2010-01-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,100752387,-97.2404757,48.9486841,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
205,204,"CHARLESTON PORT OF ENTRY, CHARLESTON INTERNATIONAL AIRPORT",843-552-2696,5500 INTERNATIONAL BOULEVARD, ,CHARLESTON,SC,29418,6900,CHARLESTON,45019, , , , ,2009-12-28T00:00:00.000Z,ALT REF,2009-12-28T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,42948442,-80.0369008,32.8846299,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
206,205,"SEATTLE PORT OF ENTRY, KING COUNTY INTERNATIONAL AIRPORT/BOEING FIELD",206-553-1920,7277 PERIMETER ROAD SOUTH, ,SEATTLE,WA,98108,3844,KING,53033, , , , ,2010-01-06T00:00:00.000Z,ALT REF,2010-01-06T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,21157745,-122.3038366,47.5368327,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, , , , , ,0,0
207,206,"BAUDETTE PORT OF ENTRY, BAUDETTE INTERNATIONAL AIRPORT",218-634-2803,1 AIRPORT ROAD, ,BAUDETTE,MN,56623, ,LAKE OF THE WOODS,27077,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-05T00:00:00.000Z,ALT REF,2010-01-05T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122601208,-94.6025019,48.7212753,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
208,207,"RACINE PORT OF ENTRY, BATTEN INTERNATIONAL AIRPORT",262-633-0286,3239 NORTH GREEN BAY ROAD, ,RACINE,WI,53404,1545,RACINE,55101, , , , ,2010-01-08T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,38607626,-87.8204654,42.7589278,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT, ,PORT DIRECTOR,414-633-0286,8:00 AM - 4:30 PM, ,1,201
209,208,"SWEETGRASS AREA PORT OF ENTRY, CUT BANK INTERNATIONAL AIRPORT",406-335-9610,2705 VALIER HIGHWAY, ,CUT BANK,MT,59427, ,GLACIER,30035,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-08T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,123824721,-112.364884,48.6070205,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
210,209,"ALLIANCE AIRPORT PORT OF ENTRY, FORT WORTH ALLIANCE AIRPORT",817-837-1000,2221 ALLIANCE BOULEVARD, ,FORT WORTH,TX,76177,4325,TARRANT,48439, , , , ,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,17682881,-97.3139668,32.9875119,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,817-890-1099,8:30 AM - 5:00 PM, ,1,179
211,210,"JUNEAU PORT OF ENTRY, JUNEAU INTERNATIONAL AIRPORT",907-586-7211,1875 SHELL SIMMONS DRIVE,SUITE 116,JUNEAU,AK,99801,9375,JUNEAU,02110, , , , ,2009-09-15T00:00:00.000Z,ALT REF,2009-09-15T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,703982646,-134.5836575,58.3590885,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,907-586-9309,7:00 AM - 5:00 PM, ,1,10
212,211,"HOUSTON SEA PORT PORT OF ENTRY, PORT OF HOUSTON",713-454-8002,1515 EAST BARBOURS CUT BOULEVARD, ,LA PORTE,TX,77571,3015,HARRIS,48201,ENTITY TRAVELS TO MULTIPLE TERMINALS AT PORT., , , ,2010-01-08T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,18346375,-94.9968799,29.6782438,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, , , , , ,0,0
213,212,"FORT WAYNE PORT OF ENTRY, FORT WAYNE INTERNATIONAL AIRPORT",260-747-7276,12602 GLOBAL DRIVE, ,FORT WAYNE,IN,46809, ,ALLEN,18003, , , , ,2009-09-18T00:00:00.000Z,ALT REF,2009-09-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS, ,-85.2155596,40.9685706,TGS,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,219-747-7601,8:30 AM - 5:00 PM, ,1,4
214,213,"RENO PORT OF ENTRY, RENO-TAHOE INTERNATIONAL AIRPORT",775-784-5585,2220 RADAR STREET, ,RENO,NV,89502,3222,WASHOE,32031, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS, ,-119.7747389,39.5080318,TGS,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,775-784-5718,8:00 AM - 5:00 PM, ,1,128
215,214,"BATTLE CREEK PORT OF ENTRY, W.K. KELLOGG INTERNATIONAL AIRPORT/KALAMAZOO-BATTLE CREEK",269-965-3349,5325 PORTAGE ROAD, ,KALAMAZOO,MI,49002,1715,KALAMAZOO,26077, , , , ,2010-01-08T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,107916248,-85.5560561,42.2394845,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
216,215,"AGANA PORT OF ENTRY, PORT OF AGANA",671-477-5931,1026 CABRAS HIGHWAY,SUITE 201,PITI,GU,96915,5609,GUAM,66010, , , , ,2010-01-04T00:00:00.000Z,ALT REF,2010-01-04T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,2593,144.6752154,13.4621027,GU_GOV,2006,ONENTITY, ,TGS,WATER PORT, , , , , ,0,0
217,216,"ASHTABULA/CONNEAUT PORT OF ENTRY, PORT OF ASHTABULA",440-964-2510,1170 LAKE AVENUE, ,ASHTABULA,OH,44004,2930,ASHTABULA,39007, , , , ,2009-09-18T00:00:00.000Z,ALT REF,2009-09-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,106543590,-80.8044346,41.8886808,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, ,PORT DIRECTOR,440-998-3845,8:00 AM - 4:00 PM, ,1,135
218,217,"EL PASO PORT OF ENTRY, EL PASO INTERNATIONAL AIRPORT",915-782-4700,6701 CONVAIR ROAD, ,EL PASO,TX,79925,1099,EL PASO,48141, , , , ,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122781249,-106.395779,31.7997394,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
219,218,"LAREDO PORT OF ENTRY, LAREDO INTERNATIONAL AIRPORT",956-791-6847,5210 BOB BULLOCK LOOP, ,LAREDO,TX,78041,8801,WEBB,48479, , , , ,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,737449669,-99.455616,27.5436399,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
220,219,"PHILADELPHIA PORT OF ENTRY, TRENTON MERCER AIRPORT",609-637-0470,1100 TERMINAL CIRCLE DRIVE, ,TRENTON,NJ,08628,2411,MERCER,34021,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2009-12-18T00:00:00.000Z,ALT REF,2009-12-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,125398631,-74.8180035,40.2770449,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
221,220,"AMARILLO PORT OF ENTRY, RICK HUSBAND AMARILLO INTERNATIONAL AIRPORT",806-335-3533,10801 AIRPORT BOULEVARD, ,AMARILLO,TX,79111,1211,POTTER,48375, , , , ,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,126578213,-101.7054146,35.2184094,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,806-335-3627,8:30 AM - 5:00 PM, ,1,173
222,221,"HIDALGO/PHARR PORT OF ENTRY, MCALLEN-MILLER INTERNATIONAL AIRPORT",956-682-2331,2500 SOUTH BICENTENIAL BOULEVARD, ,MCALLEN,TX,78503,3184,HIDALGO,48215, , , , ,2009-12-20T00:00:00.000Z,ALT REF,2009-12-20T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122443725,-98.2397607,26.1809025,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
